salary,monthly_savings,goal_years,risk_level,dependents,investment_experience,emergency_fund_months,debt_to_income,current_equity_value,current_debt_value,sip_amount,sip_active,num_stocks,num_mutual_funds,portfolio_total,equity_pct,sip_ratio,diversification_score,action
97994,3546,13,high,2,intermediate,8,0.34,38337,83930,0,False,16,15,122267,31.36,0.0,31,SWITCH_TO_EQUITY
81726,4768,12,high,0,intermediate,7,0.29,114395,233054,0,False,0,10,347449,32.92,0.0,10,SWITCH_TO_EQUITY
77056,6019,12,high,0,beginner,3,0.37,25191,331236,0,False,7,0,356427,7.07,0.0,7,BUY
49655,7258,7,low,2,intermediate,12,0.2,253573,180588,0,False,18,7,434161,58.41,0.0,25,HOLD
94311,16328,3,high,5,expert,8,0.47,16860,53931,10987,True,14,9,70791,23.82,0.1165,23,BUY
76572,9564,10,high,4,beginner,7,0.45,434519,339698,0,False,5,3,774217,56.12,0.0,8,HOLD
75041,7136,8,high,3,expert,8,0.45,239263,457693,0,False,1,2,696956,34.33,0.0,3,SWITCH_TO_EQUITY
45939,45176,3,low,4,intermediate,4,0.11,155446,371996,0,False,2,0,527442,29.47,0.0,2,DIVERSIFY_PORTFOLIO
37733,33411,10,low,0,intermediate,11,0.4,25801,450164,12483,True,11,12,475965,5.42,0.3308,23,REDUCE_SIP
30244,2910,6,high,4,expert,8,0.44,48716,438990,10958,True,19,0,487706,9.99,0.3623,19,STOP_SIP
44214,41927,6,low,3,intermediate,9,0.55,52426,375917,13959,True,12,8,428343,12.24,0.3157,20,REDUCE_SIP
31226,45166,7,high,4,intermediate,2,0.04,27846,465507,5026,True,18,5,493353,5.64,0.161,23,EMERGENCY_FUND_BUILD
89603,19232,4,low,3,intermediate,11,0.02,227719,290218,0,False,2,0,517937,43.97,0.0,2,DIVERSIFY_PORTFOLIO
48180,2092,4,high,4,beginner,12,0.01,200645,424521,0,False,0,0,625166,32.09,0.0,0,DIVERSIFY_PORTFOLIO
94083,20936,5,low,4,beginner,4,0.58,423702,338032,0,False,13,0,761734,55.62,0.0,13,SWITCH_TO_DEBT
95400,16072,14,low,5,intermediate,12,0.54,335743,289048,0,False,14,7,624791,53.74,0.0,21,START_SIP
78755,5266,14,high,1,expert,6,0.54,275677,102693,0,False,0,1,378370,72.86,0.0,1,DIVERSIFY_PORTFOLIO
92799,2258,12,medium,3,intermediate,5,0.18,116213,435579,8619,True,16,8,551792,21.06,0.0929,24,STOP_SIP
78618,16182,1,high,5,intermediate,6,0.18,250450,387896,0,False,9,2,638346,39.23,0.0,11,SELL
87567,39343,1,medium,3,beginner,11,0.16,419184,188724,0,False,15,7,607908,68.96,0.0,22,SELL
96949,6424,6,low,4,intermediate,10,0.24,59131,373577,0,False,1,1,432708,13.67,0.0,2,DIVERSIFY_PORTFOLIO
70241,44436,1,high,2,intermediate,4,0.44,487856,442682,18108,True,16,1,930538,52.43,0.2578,17,SELL
71925,28519,8,high,0,intermediate,12,0.55,24493,392887,15417,True,7,6,417380,5.87,0.2143,13,REDUCE_SIP
66271,36550,4,low,3,expert,5,0.55,106733,44885,0,False,6,12,151618,70.4,0.0,18,SWITCH_TO_DEBT
65543,46961,14,low,5,beginner,3,0.19,279495,483637,0,False,5,0,763132,36.62,0.0,5,EMERGENCY_FUND_BUILD
61486,48402,4,high,3,beginner,9,0.39,71019,251636,0,False,2,8,322655,22.01,0.0,10,BUY
40893,5754,15,low,3,beginner,8,0.32,357228,458200,0,False,4,8,815428,43.81,0.0,12,HOLD
69892,33008,6,medium,0,expert,6,0.37,431542,466906,0,False,14,6,898448,48.03,0.0,20,START_SIP
46783,45004,1,medium,1,expert,3,0.26,417958,495099,0,False,2,5,913057,45.78,0.0,7,SELL
54505,3006,10,medium,5,expert,12,0.43,178417,499322,0,False,0,0,677739,26.33,0.0,0,DIVERSIFY_PORTFOLIO
94071,14366,6,medium,2,expert,7,0.35,245560,61813,23666,True,6,5,307373,79.89,0.2516,11,CONTINUE_SIP
92843,34602,11,low,4,beginner,2,0.12,90294,163664,0,False,8,1,253958,35.55,0.0,9,EMERGENCY_FUND_BUILD
74200,12112,2,high,5,intermediate,11,0.49,44680,498823,0,False,9,14,543503,8.22,0.0,23,BUY
81365,4986,10,high,4,intermediate,5,0.38,211795,460615,0,False,6,8,672410,31.5,0.0,14,SWITCH_TO_EQUITY
38409,9472,11,high,0,intermediate,7,0.19,176412,471385,0,False,7,9,647797,27.23,0.0,16,BUY
93948,38110,2,medium,1,expert,3,0.32,344440,113255,0,False,0,0,457695,75.26,0.0,0,DIVERSIFY_PORTFOLIO
90467,20042,5,low,2,expert,12,0.33,290837,353342,0,False,0,1,644179,45.15,0.0,1,DIVERSIFY_PORTFOLIO
45654,23118,5,high,2,intermediate,5,0.4,401630,419799,0,False,0,0,821429,48.89,0.0,0,DIVERSIFY_PORTFOLIO
30024,37228,4,high,2,beginner,4,0.13,227246,252977,0,False,17,8,480223,47.32,0.0,25,HOLD
79414,10666,4,low,5,intermediate,6,0.32,148701,381322,16299,True,20,11,530023,28.06,0.2052,31,CONTINUE_SIP
25596,25740,5,low,1,beginner,8,0.54,191163,40377,0,False,18,8,231540,82.56,0.0,26,REBALANCE
52705,39429,13,high,0,intermediate,4,0.37,339437,218669,0,False,13,12,558106,60.82,0.0,25,START_SIP
58886,9594,12,high,1,beginner,10,0.55,193409,433549,0,False,15,2,626958,30.85,0.0,17,SWITCH_TO_EQUITY
73551,44774,7,high,5,intermediate,2,0.32,319171,30934,0,False,8,7,350105,91.16,0.0,15,EMERGENCY_FUND_BUILD
64523,5005,3,high,4,beginner,4,0.23,85191,403505,0,False,0,5,488696,17.43,0.0,5,BUY
48393,34035,4,low,5,expert,12,0.4,312302,252192,1678,True,5,3,564494,55.32,0.0347,8,SWITCH_TO_DEBT
99768,4634,14,medium,0,expert,2,0.14,55380,499108,5645,True,19,10,554488,9.99,0.0566,29,HOLD
45992,45111,13,medium,4,intermediate,4,0.23,250528,75600,8859,True,2,12,326128,76.82,0.1926,14,INCREASE_SIP
42593,19560,7,high,0,intermediate,4,0.46,238556,376113,5729,True,0,11,614669,38.81,0.1345,11,INCREASE_SIP
78255,8511,10,high,4,intermediate,12,0.13,174969,301603,0,False,15,2,476572,36.71,0.0,17,SWITCH_TO_EQUITY
75810,8868,8,high,0,intermediate,9,0.08,82132,406411,0,False,15,3,488543,16.81,0.0,18,BUY
90490,47424,4,medium,4,intermediate,4,0.53,282184,162676,10806,True,0,1,444860,63.43,0.1194,1,CONTINUE_SIP
37230,6642,8,high,0,intermediate,9,0.17,257078,453540,0,False,5,14,710618,36.18,0.0,19,SWITCH_TO_EQUITY
50841,42449,12,high,5,intermediate,10,0.37,41862,166809,0,False,12,1,208671,20.06,0.0,13,START_SIP
64499,22211,4,high,0,expert,7,0.27,6434,459735,4382,True,20,12,466169,1.38,0.0679,32,CONTINUE_SIP
80156,8499,7,low,3,expert,4,0.4,350062,245171,0,False,2,0,595233,58.81,0.0,2,DIVERSIFY_PORTFOLIO
77268,21973,11,low,3,intermediate,11,0.57,282065,499400,2726,True,11,1,781465,36.09,0.0353,12,INCREASE_SIP
93963,25224,5,medium,3,expert,11,0.12,159514,150835,9864,True,12,15,310349,51.4,0.105,27,CONTINUE_SIP
23571,48442,11,medium,2,intermediate,9,0.54,245649,310862,0,False,16,11,556511,44.14,0.0,27,START_SIP
52844,37565,3,low,1,intermediate,11,0.56,453707,297970,0,False,4,15,751677,60.36,0.0,19,SWITCH_TO_DEBT
23060,31269,5,low,2,intermediate,11,0.35,378323,76792,845,True,9,1,455115,83.13,0.0366,10,REBALANCE
58798,18175,5,low,2,intermediate,11,0.34,333435,98553,0,False,4,5,431988,77.19,0.0,9,SWITCH_TO_DEBT
36309,4728,11,high,1,intermediate,8,0.11,211169,424125,16004,True,4,14,635294,33.24,0.4408,18,SWITCH_TO_EQUITY
41427,17723,3,medium,0,beginner,1,0.16,473651,164541,14737,True,18,4,638192,74.22,0.3557,22,HOLD
31154,7161,13,medium,1,beginner,12,0.42,138131,476042,0,False,8,13,614173,22.49,0.0,21,HOLD
98542,2805,9,low,4,intermediate,5,0.34,8174,257208,23618,True,2,11,265382,3.08,0.2397,13,STOP_SIP
72443,31269,4,medium,5,expert,7,0.1,232190,395621,0,False,13,7,627811,36.98,0.0,20,HOLD
89269,19807,1,low,1,intermediate,8,0.14,405522,431364,0,False,18,0,836886,48.46,0.0,18,SELL
37230,6642,8,high,0,intermediate,9,0.17,257078,453540,0,False,5,14,710618,36.18,0.0,19,SWITCH_TO_EQUITY
70906,9700,10,high,2,expert,7,0.07,101304,224677,0,False,4,10,325981,31.08,0.0,14,SWITCH_TO_EQUITY
95603,38189,4,high,1,beginner,12,0.44,61459,429933,0,False,14,5,491392,12.51,0.0,19,BUY
47939,19013,5,high,4,intermediate,7,0.2,162220,7973,0,False,11,15,170193,95.32,0.0,26,REBALANCE
78382,14031,4,low,2,beginner,12,0.2,405491,145404,890,True,2,15,550895,73.61,0.0114,17,SWITCH_TO_DEBT
58698,11577,13,high,4,beginner,0,0.29,92749,70916,21044,True,4,5,163665,56.67,0.3585,9,EMERGENCY_FUND_BUILD
57389,48922,15,medium,2,beginner,3,0.58,223533,196231,0,False,19,0,419764,53.25,0.0,19,START_SIP
95319,24155,8,low,5,expert,5,0.43,74622,434032,0,False,8,10,508654,14.67,0.0,18,START_SIP
93704,2678,12,high,4,expert,8,0.53,185110,20435,3971,True,12,10,205545,90.06,0.0424,22,STOP_SIP
99459,48357,3,low,3,intermediate,4,0.21,372305,165108,0,False,19,4,537413,69.28,0.0,23,SWITCH_TO_DEBT
56021,18257,6,low,3,beginner,11,0.36,38543,192809,23755,True,14,0,231352,16.66,0.424,14,REDUCE_SIP
72151,26054,2,high,0,expert,7,0.16,139335,456574,0,False,17,5,595909,23.38,0.0,22,BUY
24681,15916,7,medium,3,intermediate,11,0.35,284913,338514,10407,True,20,1,623427,45.7,0.4217,21,REDUCE_SIP
93523,2826,11,low,1,intermediate,10,0.35,296944,311302,5667,True,5,13,608246,48.82,0.0606,18,STOP_SIP
36535,17139,4,medium,4,beginner,7,0.26,191926,227870,0,False,1,1,419796,45.72,0.0,2,DIVERSIFY_PORTFOLIO
97189,22750,2,high,3,intermediate,7,0.39,3562,365860,642,True,13,8,369422,0.96,0.0066,21,BUY
68197,21640,2,medium,3,intermediate,4,0.1,189687,64084,24421,True,10,1,253771,74.75,0.3581,11,REDUCE_SIP
74681,4275,1,medium,1,intermediate,6,0.03,493572,101759,22620,True,1,15,595331,82.91,0.3029,16,SELL
90587,38240,2,high,1,expert,12,0.51,116284,422361,0,False,18,1,538645,21.59,0.0,19,BUY
60721,20033,6,low,2,intermediate,8,0.38,104577,297807,179,True,12,7,402384,25.99,0.0029,19,INCREASE_SIP
96433,28165,1,high,2,intermediate,12,0.47,406108,74148,0,False,2,2,480256,84.56,0.0,4,SELL
59169,26717,5,low,2,intermediate,10,0.31,365942,236439,0,False,1,15,602381,60.75,0.0,16,SWITCH_TO_DEBT
21120,4628,7,high,1,intermediate,9,0.39,377557,105344,13949,True,2,0,482901,78.19,0.6605,2,DIVERSIFY_PORTFOLIO
87913,42705,14,medium,4,intermediate,7,0.02,158748,478355,8468,True,16,6,637103,24.92,0.0963,22,INCREASE_SIP
23317,20530,11,medium,3,beginner,1,0.11,414610,135498,0,False,6,8,550108,75.37,0.0,14,EMERGENCY_FUND_BUILD
56268,9391,12,medium,0,intermediate,8,0.28,27634,348315,0,False,1,1,375949,7.35,0.0,2,DIVERSIFY_PORTFOLIO
46325,6910,3,low,3,beginner,8,0.5,125686,67802,23921,True,19,11,193488,64.96,0.5164,30,REDUCE_SIP
96559,8487,5,high,2,expert,4,0.5,299207,196831,19283,True,16,3,496038,60.32,0.1997,19,REDUCE_SIP
88774,4843,7,low,1,intermediate,5,0.18,212896,366121,0,False,0,2,579017,36.77,0.0,2,DIVERSIFY_PORTFOLIO
23346,7527,9,high,4,intermediate,11,0.51,227329,454636,0,False,14,15,681965,33.33,0.0,29,SWITCH_TO_EQUITY
37580,30755,2,high,2,intermediate,7,0.28,35572,490772,22604,True,11,0,526344,6.76,0.6015,11,BUY
80142,31152,3,low,1,intermediate,8,0.51,124013,440244,6019,True,18,13,564257,21.98,0.0751,31,HOLD
51335,4847,4,low,1,beginner,6,0.49,404224,227900,0,False,3,2,632124,63.95,0.0,5,SWITCH_TO_DEBT
91031,36233,4,low,3,expert,5,0.51,282288,215382,0,False,5,4,497670,56.72,0.0,9,SWITCH_TO_DEBT
57706,13068,7,high,2,intermediate,10,0.34,74525,204919,0,False,5,2,279444,26.67,0.0,7,START_SIP
30816,16633,1,medium,0,intermediate,9,0.16,412123,236,4300,True,8,1,412359,99.94,0.1395,9,SELL
56976,2357,9,high,0,intermediate,4,0.38,122319,291575,8963,True,19,15,413894,29.55,0.1573,34,STOP_SIP
44417,34988,13,low,1,beginner,7,0.11,344370,73228,16739,True,16,5,417598,82.46,0.3769,21,REBALANCE
67679,49984,1,medium,0,intermediate,3,0.21,32176,419102,0,False,15,13,451278,7.13,0.0,28,SELL
22036,20695,11,high,3,expert,6,0.38,488472,329430,22233,True,1,0,817902,59.72,1.0089,1,REDUCE_SIP
90856,37966,15,medium,4,beginner,1,0.44,261060,9822,0,False,13,7,270882,96.37,0.0,20,EMERGENCY_FUND_BUILD
67199,27440,4,high,4,expert,10,0.6,466454,376471,1101,True,17,8,842925,55.34,0.0164,25,CONTINUE_SIP
33383,2165,13,low,0,intermediate,4,0.32,475212,421761,12696,True,0,5,896973,52.98,0.3803,5,STOP_SIP
71934,2715,6,medium,2,beginner,8,0.11,100044,340460,8050,True,2,6,440504,22.71,0.1119,8,STOP_SIP
42669,33182,8,medium,4,expert,12,0.15,68332,48116,0,False,9,5,116448,58.68,0.0,14,START_SIP
43397,38381,6,medium,2,intermediate,8,0.06,366134,347051,0,False,16,11,713185,51.34,0.0,27,START_SIP
35592,8500,13,high,5,expert,10,0.16,175444,99037,0,False,6,15,274481,63.92,0.0,21,HOLD
40519,10149,2,medium,0,expert,5,0.14,322861,29799,10634,True,16,12,352660,91.55,0.2624,28,REBALANCE
58886,9594,12,high,1,beginner,10,0.55,193409,433549,0,False,15,2,626958,30.85,0.0,17,SWITCH_TO_EQUITY
94329,4842,14,high,4,expert,9,0.22,126758,260899,0,False,14,6,387657,32.7,0.0,20,SWITCH_TO_EQUITY
50341,38746,10,high,3,intermediate,10,0.48,382038,410251,12247,True,18,0,792289,48.22,0.2433,18,REDUCE_SIP
22837,38447,12,medium,5,intermediate,7,0.27,10405,208316,2533,True,4,0,218721,4.76,0.1109,4,INCREASE_SIP
24334,2207,1,medium,3,intermediate,10,0.26,368918,339661,23602,True,17,1,708579,52.06,0.9699,18,STOP_SIP
51147,4733,12,low,1,beginner,3,0.59,211869,385419,5823,True,10,15,597288,35.47,0.1138,25,HOLD
59148,35891,5,low,2,expert,12,0.54,310285,203832,8663,True,14,10,514117,60.35,0.1465,24,SWITCH_TO_DEBT
24544,10166,7,medium,1,intermediate,5,0.16,347780,69615,0,False,19,7,417395,83.32,0.0,26,REBALANCE
37401,32032,14,medium,0,expert,4,0.46,244306,412951,0,False,20,0,657257,37.17,0.0,20,START_SIP
45933,7957,13,high,2,intermediate,11,0.36,92684,494565,0,False,14,15,587249,15.78,0.0,29,BUY
65909,2318,3,medium,1,intermediate,8,0.43,315801,80631,15347,True,7,0,396432,79.66,0.2329,7,STOP_SIP
21168,20531,2,medium,2,beginner,8,0.52,80908,467012,627,True,3,12,547920,14.77,0.0296,15,HOLD
66996,6134,13,high,3,expert,12,0.15,130921,298377,0,False,14,12,429298,30.5,0.0,26,SWITCH_TO_EQUITY
25177,11882,13,high,2,beginner,11,0.41,245222,140109,23405,True,19,12,385331,63.64,0.9296,31,REDUCE_SIP
74020,15018,15,low,3,expert,9,0.25,5208,233445,17645,True,15,7,238653,2.18,0.2384,22,INCREASE_SIP
58842,36856,11,medium,1,intermediate,7,0.2,233152,253753,22849,True,7,1,486905,47.88,0.3883,8,INCREASE_SIP
75192,27236,1,high,5,beginner,4,0.38,302364,32469,15513,True,2,15,334833,90.3,0.2063,17,SELL
22011,38934,12,high,1,beginner,3,0.33,465486,335917,0,False,3,10,801403,58.08,0.0,13,START_SIP
59044,41965,1,high,1,intermediate,8,0.58,347569,195662,0,False,17,4,543231,63.98,0.0,21,SELL
46862,2554,3,medium,2,beginner,5,0.07,79345,268324,5514,True,18,9,347669,22.82,0.1177,27,STOP_SIP
61705,36232,7,medium,0,intermediate,8,0.51,22313,17846,16512,True,15,11,40159,55.56,0.2676,26,REDUCE_SIP
62470,23565,8,low,2,expert,12,0.36,161551,45252,14462,True,11,8,206803,78.12,0.2315,19,INCREASE_SIP
85149,26246,3,low,2,beginner,8,0.14,300209,388899,0,False,4,15,689108,43.56,0.0,19,HOLD
94671,23481,10,medium,0,expert,6,0.42,398709,290109,24422,True,17,3,688818,57.88,0.258,20,REDUCE_SIP
64348,2875,8,medium,2,intermediate,10,0.56,380785,344484,0,False,1,1,725269,52.5,0.0,2,DIVERSIFY_PORTFOLIO
75381,24470,5,high,2,intermediate,3,0.3,178067,351635,22829,True,10,0,529702,33.62,0.3028,10,CONTINUE_SIP
31273,23690,10,low,3,expert,5,0.13,447848,477237,24205,True,2,0,925085,48.41,0.774,2,REDUCE_SIP
73019,11127,4,low,0,expert,2,0.09,379344,496313,10331,True,15,15,875657,43.32,0.1415,30,CONTINUE_SIP
45939,45176,3,low,4,intermediate,4,0.11,155446,371996,0,False,2,0,527442,29.47,0.0,2,DIVERSIFY_PORTFOLIO
60363,3724,15,low,3,intermediate,11,0.57,157606,403700,15140,True,9,9,561306,28.08,0.2508,18,REDUCE_SIP
71581,41362,14,medium,3,expert,5,0.18,268583,56619,0,False,17,2,325202,82.59,0.0,19,REBALANCE
92805,42949,9,low,2,expert,8,0.6,435900,233127,22849,True,13,9,669027,65.15,0.2462,22,REDUCE_SIP
93741,39235,6,high,5,intermediate,1,0.29,267022,49363,0,False,3,15,316385,84.4,0.0,18,EMERGENCY_FUND_BUILD
21301,34279,5,high,1,beginner,4,0.05,41992,454904,0,False,10,15,496896,8.45,0.0,25,BUY
81386,41028,11,medium,0,beginner,2,0.28,471552,401930,11910,True,10,8,873482,53.99,0.1463,18,INCREASE_SIP
89847,2944,9,low,4,beginner,5,0.09,68884,433710,16100,True,6,9,502594,13.71,0.1792,15,STOP_SIP
98413,9825,4,low,4,expert,9,0.02,310389,275353,19476,True,10,15,585742,52.99,0.1979,25,SWITCH_TO_DEBT
43705,40057,8,high,1,beginner,1,0.38,186266,295593,0,False,11,14,481859,38.66,0.0,25,EMERGENCY_FUND_BUILD
97360,3316,11,high,2,beginner,8,0.27,54626,255645,0,False,8,1,310271,17.61,0.0,9,BUY
59107,49154,7,high,2,intermediate,12,0.33,364591,215650,4108,True,20,7,580241,62.83,0.0695,27,INCREASE_SIP
70612,2992,4,medium,2,intermediate,3,0.36,143084,253567,16049,True,3,0,396651,36.07,0.2273,3,STOP_SIP
92799,2258,12,medium,3,intermediate,5,0.18,116213,435579,8619,True,16,8,551792,21.06,0.0929,24,STOP_SIP
99971,2177,10,low,4,expert,5,0.52,435264,398330,10642,True,1,8,833594,52.22,0.1065,9,STOP_SIP
85756,26011,4,high,4,beginner,5,0.14,165598,71013,12889,True,16,3,236611,69.99,0.1503,19,CONTINUE_SIP
53741,15394,3,low,0,expert,9,0.53,44609,450622,8614,True,16,15,495231,9.01,0.1603,31,REDUCE_SIP
87061,26007,3,high,4,beginner,12,0.37,401944,383189,0,False,10,13,785133,51.19,0.0,23,HOLD
35839,10269,3,low,2,expert,1,0.56,436813,13275,16891,True,8,6,450088,97.05,0.4713,14,EMERGENCY_FUND_BUILD
77372,29524,4,low,4,intermediate,9,0.56,328110,304255,0,False,9,0,632365,51.89,0.0,9,SWITCH_TO_DEBT
63884,47267,4,low,5,beginner,11,0.02,395322,108508,0,False,19,10,503830,78.46,0.0,29,SWITCH_TO_DEBT
26960,31738,3,low,4,intermediate,5,0.55,358745,264071,24520,True,2,11,622816,57.6,0.9095,13,REDUCE_SIP
42068,2043,1,low,4,intermediate,9,0.15,406526,295731,2212,True,17,13,702257,57.89,0.0526,30,STOP_SIP
55969,2227,6,medium,5,expert,9,0.31,47348,56405,2164,True,3,13,103753,45.64,0.0387,16,STOP_SIP
30488,48727,1,low,3,expert,3,0.34,109391,288791,0,False,16,0,398182,27.47,0.0,16,EMERGENCY_FUND_BUILD
93620,18471,14,medium,2,intermediate,6,0.33,458773,32489,2840,True,16,15,491262,93.39,0.0303,31,REBALANCE
55584,40650,2,medium,5,intermediate,9,0.21,136382,136146,0,False,0,0,272528,50.04,0.0,0,DIVERSIFY_PORTFOLIO
35422,21541,2,medium,3,beginner,11,0.54,95218,464832,0,False,0,0,560050,17.0,0.0,0,DIVERSIFY_PORTFOLIO
54077,9570,8,high,3,beginner,5,0.52,238641,416837,0,False,8,8,655478,36.41,0.0,16,SWITCH_TO_EQUITY
60774,30205,14,high,0,expert,6,0.04,155160,247758,0,False,8,14,402918,38.51,0.0,22,START_SIP
84541,41025,5,high,2,beginner,8,0.41,111306,369764,0,False,3,4,481070,23.14,0.0,7,BUY
56132,16705,2,high,1,intermediate,3,0.5,11080,423229,0,False,10,0,434309,2.55,0.0,10,BUY
68773,6953,14,medium,5,expert,3,0.14,434905,457889,14272,True,9,5,892794,48.71,0.2075,14,EMERGENCY_FUND_BUILD
68359,33484,8,low,3,intermediate,12,0.14,305331,83530,0,False,12,10,388861,78.52,0.0,22,START_SIP
89724,14977,3,high,4,intermediate,10,0.16,148164,454683,0,False,9,4,602847,24.58,0.0,13,BUY
83965,24315,8,medium,0,intermediate,5,0.46,293924,294186,18689,True,1,9,588110,49.98,0.2226,10,REDUCE_SIP
35422,21541,2,medium,3,beginner,11,0.54,95218,464832,0,False,0,0,560050,17.0,0.0,0,DIVERSIFY_PORTFOLIO
76575,4192,5,low,0,beginner,11,0.11,364770,140171,0,False,6,9,504941,72.24,0.0,15,SWITCH_TO_DEBT
52683,22995,10,high,0,beginner,6,0.22,435178,173998,302,True,9,12,609176,71.44,0.0057,21,INCREASE_SIP
35076,24955,6,high,3,expert,5,0.26,283836,174463,20152,True,12,2,458299,61.93,0.5745,14,REDUCE_SIP
76397,36833,1,medium,0,beginner,11,0.43,319619,465307,0,False,8,4,784926,40.72,0.0,12,SELL
38008,8947,7,low,2,beginner,12,0.43,148636,344692,0,False,10,5,493328,30.13,0.0,15,HOLD
72664,45688,13,medium,3,intermediate,4,0.01,421426,103191,0,False,16,6,524617,80.33,0.0,22,REBALANCE
71033,3468,9,high,1,expert,4,0.02,172085,229827,10545,True,11,11,401912,42.82,0.1485,22,HOLD
42787,7493,15,high,2,intermediate,9,0.58,123255,225206,0,False,3,4,348461,35.37,0.0,7,SWITCH_TO_EQUITY
93477,12924,3,low,2,expert,11,0.28,363078,171695,0,False,2,1,534773,67.89,0.0,3,SWITCH_TO_DEBT
41662,48900,4,high,1,expert,8,0.46,348075,495632,19386,True,9,14,843707,41.26,0.4653,23,REDUCE_SIP
28026,11332,7,low,1,intermediate,3,0.11,209530,197599,698,True,1,7,407129,51.47,0.0249,8,CONTINUE_SIP
45654,23118,5,high,2,intermediate,5,0.4,401630,419799,0,False,0,0,821429,48.89,0.0,0,DIVERSIFY_PORTFOLIO
27601,8709,13,high,1,expert,4,0.04,134091,219535,0,False,9,7,353626,37.92,0.0,16,SWITCH_TO_EQUITY
28981,12906,13,high,3,intermediate,5,0.5,131529,352352,1888,True,19,9,483881,27.18,0.0651,28,CONTINUE_SIP
90469,23375,14,low,2,expert,4,0.55,261268,479695,13790,True,9,8,740963,35.26,0.1524,17,REDUCE_SIP
88358,10866,10,medium,4,beginner,4,0.24,130478,416660,16336,True,10,13,547138,23.85,0.1849,23,CONTINUE_SIP
57443,3029,14,high,0,expert,8,0.28,147067,236522,2426,True,20,3,383589,38.34,0.0422,23,SWITCH_TO_EQUITY
39267,20751,14,medium,3,beginner,7,0.27,295084,57108,0,False,7,12,352192,83.78,0.0,19,REBALANCE
65603,25043,10,medium,1,intermediate,3,0.39,40117,310319,13600,True,0,9,350436,11.45,0.2073,9,INCREASE_SIP
97355,7870,10,medium,5,intermediate,12,0.32,156997,317457,21249,True,3,4,474454,33.09,0.2183,7,CONTINUE_SIP
24334,2207,1,medium,3,intermediate,10,0.26,368918,339661,23602,True,17,1,708579,52.06,0.9699,18,STOP_SIP
66418,30749,15,high,2,beginner,11,0.16,377879,146600,0,False,3,10,524479,72.05,0.0,13,START_SIP
31252,39572,1,high,2,expert,7,0.37,479149,138459,19408,True,9,3,617608,77.58,0.621,12,SELL
20610,43614,13,high,1,expert,7,0.53,288208,100233,0,False,8,8,388441,74.2,0.0,16,START_SIP
38157,5709,9,low,1,beginner,0,0.02,27488,296465,3484,True,3,3,323953,8.49,0.0913,6,EMERGENCY_FUND_BUILD
22920,21918,12,medium,4,beginner,7,0.2,354931,456421,3699,True,9,9,811352,43.75,0.1614,18,INCREASE_SIP
77804,2601,13,medium,0,intermediate,12,0.18,405599,386565,0,False,0,0,792164,51.2,0.0,0,DIVERSIFY_PORTFOLIO
50911,30671,9,high,4,expert,12,0.53,102865,320955,16236,True,10,7,423820,24.27,0.3189,17,REDUCE_SIP
55247,26406,9,high,0,expert,8,0.27,378946,246664,6087,True,4,14,625610,60.57,0.1102,18,INCREASE_SIP
22454,31408,10,high,0,expert,3,0.37,72221,450861,15557,True,18,7,523082,13.81,0.6928,25,INCREASE_SIP
68443,15173,13,medium,0,beginner,12,0.4,104941,400112,2165,True,16,13,505053,20.78,0.0316,29,INCREASE_SIP
81273,7916,4,medium,5,beginner,12,0.12,415713,366014,19629,True,8,0,781727,53.18,0.2415,8,CONTINUE_SIP
51325,5764,14,high,1,intermediate,11,0.37,226041,389098,0,False,4,12,615139,36.75,0.0,16,SWITCH_TO_EQUITY
61003,2125,9,low,5,beginner,5,0.34,377460,37810,19515,True,19,6,415270,90.9,0.3199,25,STOP_SIP
82623,9699,10,high,0,intermediate,8,0.12,60927,174777,0,False,17,7,235704,25.85,0.0,24,BUY
97064,13151,14,high,2,beginner,0,0.48,440844,235248,0,False,1,10,676092,65.2,0.0,11,EMERGENCY_FUND_BUILD
32941,2260,2,medium,0,expert,7,0.55,95571,182088,23478,True,11,15,277659,34.42,0.7127,26,STOP_SIP
29340,14304,12,high,2,intermediate,10,0.47,381032,267885,0,False,9,1,648917,58.72,0.0,10,START_SIP
43154,26195,13,high,5,intermediate,0,0.53,361264,12554,0,False,3,11,373818,96.64,0.0,14,EMERGENCY_FUND_BUILD
47307,6659,1,medium,1,expert,11,0.31,310827,221727,0,False,9,3,532554,58.37,0.0,12,SELL
63618,42459,3,high,0,expert,1,0.14,101024,321445,0,False,20,10,422469,23.91,0.0,30,BUY
42335,15482,1,low,1,beginner,6,0.07,463797,262041,0,False,7,14,725838,63.9,0.0,21,SELL
46751,17648,2,low,0,expert,9,0.58,98547,210058,0,False,0,0,308605,31.93,0.0,0,DIVERSIFY_PORTFOLIO
63890,26783,5,medium,2,expert,1,0.07,43208,404124,2053,True,13,4,447332,9.66,0.0321,17,EMERGENCY_FUND_BUILD
35032,12716,1,medium,1,intermediate,4,0.49,186010,303956,0,False,15,12,489966,37.96,0.0,27,SELL
42097,26351,14,medium,4,beginner,12,0.46,279681,149312,22318,True,10,10,428993,65.19,0.5302,20,REDUCE_SIP
36309,4728,11,high,1,intermediate,8,0.11,211169,424125,16004,True,4,14,635294,33.24,0.4408,18,SWITCH_TO_EQUITY
67236,48669,4,low,0,expert,7,0.04,163957,163420,0,False,9,10,327377,50.08,0.0,19,SWITCH_TO_DEBT
